219429,10C,1307
219673,10D,0
219754,11F,4
219833,12F,40
219913,146,-5
219993,149,14
220073,14A,15
220073,20,5;5;-112
220073,11,71217
220073,10,1072480
220073,A,37506890
220073,B,127022097
220073,C,5740
220073,D,0
220073,F,5
220154,10C,1295
220234,10D,0
220315,11F,5
220396,12F,40
220476,146,-5
220556,149,14
220633,14A,15
220633,20,3;5;-112
220633,10,1072540
220633,A,37506891
220633,B,127022099
220633,C,5850
220633,D,0
220633,F,6
220713,10C,1301
220793,10D,0
220873,11F,5
220952,12F,40
221032,146,-5
221112,149,14
221192,14A,15
221192,20,4;5;-110
221200,10,1072600
221200,A,37506890
221200,B,127022095
221200,C,5840
221200,D,0
221200,F,5
221274,10C,1303
221352,10D,0
221433,11F,6
221511,12F,40
221591,146,-5
221670,149,14
221749,14A,15
221749,20,3;5;-110
221749,10,1072650
221749,A,37506889
221749,B,127022088
221749,C,5850
221749,D,0
221749,F,5
221830,10C,1301
221908,10D,0
221989,11F,6
222067,12F,40
222147,146,-5
222228,149,14
222309,14A,15
222309,20,3;5;-110
222309,10,1072700
222309,A,37506879
222309,B,127022089
222309,C,5850
222309,D,0
222309,F,4
222389,10C,1295
222468,10D,0
222549,11F,7
222639,12F,40
222721,146,-5
222800,149,14
222879,14A,15
222879,20,4;4;-110
222879,10,1072750
222879,A,37506883
222879,B,127022086
222879,C,5870
222879,D,0
222879,F,4
222980,10C,1300
223068,10D,0
223149,11F,8
223229,12F,40
223309,146,-5
223393,149,14
223471,14A,15
223471,20,1;2;-108
223471,10,1072810
223471,A,37506879
223471,B,127022075
223471,C,5930
223471,D,0
223471,F,4
223551,10C,1293
223630,10D,0
223711,11F,8
223790,12F,40
223870,146,-5
223950,149,14
224031,14A,15
224031,20,4;3;-108
224031,10,1072870
224031,A,37506877
224031,B,127022076
224031,C,5950
224031,D,0
224031,F,6
224111,10C,1304
224190,10D,0
224271,11F,9
224350,12F,40
224432,146,-5
224509,149,14
224591,14A,15
224591,20,6;2;-113
224591,10,1072930
224591,A,37506873
224591,B,127022080
224591,C,5970
224591,D,0
224591,F,5
224671,10C,1304
224751,10D,0
224832,11F,9
224908,12F,39
224990,146,-5
225069,149,14
225149,14A,15
225149,20,3;2;-113
225149,10,1072990
225149,A,37506868
225149,B,127022074
225149,C,5990
225149,D,0
225149,F,5
225234,10C,1305
225311,10D,0
225392,11F,10
225471,12F,39
225551,146,-5
225634,149,14
225710,14A,15
225710,20,3;2;-108
225717,10,1073050
225717,A,37506867
225717,B,127022088
225717,C,6010
225717,D,0
225717,F,4
225824,10C,1302
225910,10D,0
225991,11F,10
226071,12F,39
226150,146,-5
226233,149,14
226311,14A,15
226311,20,2;2;-108
226311,10,1073100
226311,A,37506862
226311,B,127022084
226311,C,6010
226311,D,0
226311,F,4
226392,10C,1296
226471,10D,0
226552,11F,11
226633,12F,40
226709,146,-5
226789,149,14
226869,14A,15
226869,20,3;2;-108
226869,10,1073160
226869,A,37506877
226869,B,127022074
226869,C,6040
226869,D,0
226869,F,4
226950,10C,1307
227040,10D,0
227125,11F,12
227204,12F,41
227280,146,-5
227362,149,14
227440,14A,15
227440,20,1;2;-113
227440,10,1073220
227440,A,37506858
227440,B,127022082
227440,C,6060
227440,D,0
227440,F,4
227525,10C,1302
227605,10D,0
227682,11F,12
227762,12F,40
227842,146,-5
227924,149,14
228003,14A,15
228003,20,5;2;-109
228003,10,1073280
228003,A,37506855
228003,B,127022079
228003,C,6060
228003,D,0
228003,F,6
228079,10C,1301
228159,10D,0
228238,11F,13
228321,12F,40
228401,146,-5
228477,149,14
228557,14A,15
228557,20,4;2;-111
228563,10,1073330
228563,A,37506862
228563,B,127022066
228563,C,6090
228563,D,0
228563,F,6
228655,10C,1293
228745,10D,0
228829,11F,13
228909,12F,42
228988,146,-5
229068,149,14
229148,14A,15
229148,20,4;3;-110
229148,10,1073390
229148,A,37506858
229148,B,127022080
229148,C,6110
229148,D,0
229148,F,5
229231,10C,1301
229308,10D,0
229386,11F,14
229466,12F,40
229547,146,-5
229629,149,14
229708,14A,15
229708,20,3;5;-110
229708,10,1073450
229708,A,37506855
229708,B,127022064
229708,C,6130
229708,D,0
229708,F,5
229801,10C,1298
229877,10D,0
229956,11F,14
230036,12F,40
230120,146,-5
230200,149,14
230275,14A,15
230275,20,3;4;-110
230275,10,1073500
230275,A,37506858
230275,B,127022067
230275,C,6170
230275,D,0
230275,F,4
230354,10C,1302
230434,10D,0
230519,11F,15
230599,12F,40
230676,146,-5
230756,149,14
230835,14A,15
230835,20,2;4;-112
230835,10,1073550
230835,A,37506865
230835,B,127022066
230835,C,6180
230835,D,0
230835,F,4
230919,10C,1312
231000,10D,0
231079,11F,16
231158,12F,40
231238,146,-5
231322,149,14
231402,14A,15
231408,20,4;3;-110
231408,10,1073610
231408,A,37506856
231408,B,127022081
231408,C,6210
231408,D,0
231408,F,4
231507,10C,1299
231602,10D,0
231679,11F,16
231758,12F,40
231838,146,-5
231922,149,14
232002,14A,15
232002,20,2;3;-110
232002,10,1073670
232002,A,37506869
232002,B,127022083
232002,C,6230
232002,D,0
232002,F,6
232079,10C,1297
232159,10D,0
232239,11F,17
232323,12F,40
232403,146,-5
232478,149,14
232557,14A,15
232557,20,2;3;-111
232557,10,1073730
232557,A,37506864
232557,B,127022064
232557,C,6240
232557,D,0
232557,F,4
232638,10C,1294
232720,10D,0
232800,11F,17
232879,12F,40
232958,146,-5
233039,149,14
233122,14A,15
233122,20,2;3;-111
233122,10,1073790
233122,A,37506861
233122,B,127022079
233122,C,6260
233122,D,0
233122,F,5
233203,10C,1291
233285,10D,0
233365,11F,18
233442,12F,41
233521,146,-5
233602,149,14
233686,14A,15
233686,20,2;3;-111
233686,10,1073840
233686,A,37506871
233686,B,127022070
233686,C,6240
233686,D,0
233686,F,6
233768,10C,1293
233852,10D,0
233932,11F,18
234009,12F,40
234088,146,-5
234170,149,14
234255,14A,15
234255,20,2;3;-111
234255,10,1073900
234255,A,37506873
234255,B,127022075
234255,C,6240
234255,D,0
234255,F,6
234336,10C,1294
234419,10D,0
234499,11F,19
234576,12F,40
234656,146,-5
234737,149,14
234819,14A,15
234819,20,2;3;-111
234819,10,1073950
234819,A,37506865
234819,B,127022084
234819,C,6240
234819,D,0
234819,F,5
234900,10C,1298
234983,10D,0
235064,11F,20
235140,12F,40
235220,146,-5
235300,149,14
235381,14A,15
235381,20,2;3;-111
235381,10,1074010
235381,A,37506856
235381,B,127022071
235381,C,6240
235381,D,0
235381,F,6
235463,10C,1301
235546,10D,0
235626,11F,20
235702,12F,40
235781,146,-5
235861,149,14
235944,14A,15
235944,20,2;3;-111
235944,10,1074060
235944,A,37506871
235944,B,127022082
235944,C,6240
235944,D,0
235944,F,4
236025,10C,1294
236108,10D,0
236188,11F,21
236265,12F,40
236343,146,-5
236424,149,14
236507,14A,15
236507,20,2;3;-111
236507,10,1074120
236507,A,37506862
236507,B,127022076
236507,C,6240
236507,D,0
236507,F,6
236588,10C,1296
236673,10D,0
236753,11F,21
236832,12F,40
236911,146,-5
236992,149,14
237074,14A,15
237074,20,2;3;-111
237074,10,1074180
237074,A,37506871
237074,B,127022064
237074,C,6230
237074,D,0
237074,F,4
237155,10C,1299
237238,10D,0
237318,11F,22
237393,12F,40
237473,146,-5
237554,149,14
237638,14A,15
237638,20,2;3;-111
237638,10,1074240
237638,A,37506873
237638,B,127022084
237638,C,6240
237638,D,0
237638,F,5
237720,10C,1300
237803,10D,0
237883,11F,22
237960,12F,40
238039,146,-5
238121,149,14
238204,14A,15
238204,20,2;3;-111
238204,10,1074290
238204,A,37506874
238204,B,127022081
238204,C,6250
238204,D,0
238204,F,4
238284,10C,1298
238366,10D,0
238446,11F,23
238523,12F,39
238602,146,-5
238682,149,14
238763,14A,15
238763,20,2;3;-111
238763,10,1074350
238763,A,37506857
238763,B,127022082
238763,C,6240
238763,D,0
238763,F,6
238844,10C,1291
238927,10D,0
239007,11F,24
239084,12F,39
239163,146,-5
239244,149,14
239326,14A,15
239326,20,2;3;-111
239326,10,1074410
239326,A,37506861
239326,B,127022068
239326,C,6250
239326,D,0
239326,F,6
239407,10C,1298
239489,10D,0
239569,11F,24
239644,12F,42
239722,146,-5
239803,149,14
239886,14A,15
239886,20,2;3;-111
239886,10,1074460
239886,A,37506871
239886,B,127022066
239886,C,6240
239886,D,0
239886,F,5
239967,10C,1292
240050,10D,0
240130,11F,25
240207,12F,40
240285,146,-5
240366,149,14
240451,14A,15
240451,20,2;3;-111
240451,10,1074520
240451,A,37506866
240451,B,127022072
240451,C,6240
240451,D,0
240451,F,5
240532,10C,1299
240615,10D,0
240695,11F,25
240772,12F,40
240851,146,-5
240932,149,14
241015,14A,15
241015,20,2;3;-111
241015,10,1074570
241015,A,37506875
241015,B,127022077
241015,C,6270
241015,D,0
241015,F,4
241095,10C,1294
241174,10D,0
241254,11F,26
241332,12F,40
241418,146,-5
241498,149,14
241575,14A,15
241575,20,2;3;-111
241575,10,1074630
241575,A,37506871
241575,B,127022067
241575,C,6230
241575,D,0
241575,F,6
241655,10C,1299
241735,10D,0
241817,11F,26
241897,12F,38
241974,146,-5
242054,149,14
242134,14A,15
242134,20,4;3;-111
242134,10,1074680
242134,A,37506873
242134,B,127022076
242134,C,6260
242134,D,0
242134,F,5
242233,10C,1309
242326,10D,0
242403,11F,27
242483,12F,40
242561,146,-5
242641,149,14
242724,14A,15
242724,20,4;3;-113
242724,10,1074740
242724,A,37506858
242724,B,127022072
242724,C,6260
242724,D,0
242724,F,5
242802,10C,1300
242883,10D,0
242961,11F,27
243042,12F,40
243125,146,-5
243204,149,14
243286,14A,15
243286,20,4;3;-109
243286,10,1074790
243286,A,37506878
